Source;Target;Relationship type;Pääluokka;Alaluokka;Tapaus_ID
2306;2120;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;1988
417;400;1–2;Vahingonkorvaukset;Muut vahingonkorvaukset;1989
417;425;1–2;Vahingonkorvaukset;Muut vahingonkorvaukset;1989
400;425;2–2;Vahingonkorvaukset;Muut vahingonkorvaukset;1989
2524;2246;1–2;Perintö;Ilmoitus tai riita perinnöstä;1990
1286;1018;1–3;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
1286;509;1–4;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
1286;1481;1–4;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
1286;3074;1–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
1286;3014;1–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
1286;3011;1–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
1018;509;3–4;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
1018;1481;3–4;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
1018;3074;3–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
1018;3014;3–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
1018;3011;3–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
509;1481;4–4;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
509;3074;4–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
509;3014;4–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
509;3011;4–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
1481;3074;4–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
1481;3014;4–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
1481;3011;4–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
3074;3014;2–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
3074;3011;2–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
3014;3011;2–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;1991
509;2448;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);1992
460;547;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);1993
455;871;2–2;Yleisten velvollisuuksien laiminlyönti;Lautamies poissa käräjiltä;1995
455;3093;2–2;Yleisten velvollisuuksien laiminlyönti;Lautamies poissa käräjiltä;1995
455;2203;2–2;Yleisten velvollisuuksien laiminlyönti;Lautamies poissa käräjiltä;1995
455;2523;2–2;Yleisten velvollisuuksien laiminlyönti;Lautamies poissa käräjiltä;1995
455;1196;2–2;Yleisten velvollisuuksien laiminlyönti;Lautamies poissa käräjiltä;1995
871;3093;2–2;Yleisten velvollisuuksien laiminlyönti;Lautamies poissa käräjiltä;1995
871;2203;2–2;Yleisten velvollisuuksien laiminlyönti;Lautamies poissa käräjiltä;1995
871;2523;2–2;Yleisten velvollisuuksien laiminlyönti;Lautamies poissa käräjiltä;1995
871;1196;2–2;Yleisten velvollisuuksien laiminlyönti;Lautamies poissa käräjiltä;1995
3093;2203;2–2;Yleisten velvollisuuksien laiminlyönti;Lautamies poissa käräjiltä;1995
3093;2523;2–2;Yleisten velvollisuuksien laiminlyönti;Lautamies poissa käräjiltä;1995
3093;1196;2–2;Yleisten velvollisuuksien laiminlyönti;Lautamies poissa käräjiltä;1995
2203;2523;2–2;Yleisten velvollisuuksien laiminlyönti;Lautamies poissa käräjiltä;1995
2203;1196;2–2;Yleisten velvollisuuksien laiminlyönti;Lautamies poissa käräjiltä;1995
2523;1196;2–2;Yleisten velvollisuuksien laiminlyönti;Lautamies poissa käräjiltä;1995
3363;3278;1–5;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2000
3363;3279;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2000
3278;3279;5–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2000
796;1009;1–4;Vahingonkorvaukset;Muut vahingonkorvaukset;2001
796;2050;1–2;Vahingonkorvaukset;Muut vahingonkorvaukset;2001
796;2578;1–2;Vahingonkorvaukset;Muut vahingonkorvaukset;2001
796;2893;1–2;Vahingonkorvaukset;Muut vahingonkorvaukset;2001
1009;2050;4–2;Vahingonkorvaukset;Muut vahingonkorvaukset;2001
1009;2578;4–2;Vahingonkorvaukset;Muut vahingonkorvaukset;2001
1009;2893;4–2;Vahingonkorvaukset;Muut vahingonkorvaukset;2001
2050;2578;2–2;Vahingonkorvaukset;Muut vahingonkorvaukset;2001
2050;2893;2–2;Vahingonkorvaukset;Muut vahingonkorvaukset;2001
2578;2893;2–2;Vahingonkorvaukset;Muut vahingonkorvaukset;2001
476;1760;1–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2002
476;1772;1–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2002
1760;1772;2–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2002
1121;2723;1–4;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2003
1121;1183;1–4;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2003
1121;2638;1–4;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2003
1121;334;1–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2003
2723;1183;4–4;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2003
2723;2638;4–4;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2003
2723;334;4–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2003
1183;2638;4–4;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2003
1183;334;4–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2003
2638;334;4–2;Vahingonteot ja omavaltainen nautinta;Vakava vahingonteko;2003
1535;225;1–2;Sotilaat;Kutsuntoihin ja sotilaaksiottoon liittyvät riidat;2004
372;1572;1–5;Verorästit;Alaluokka_Verorästit;2005
372;2156;1–5;Verorästit;Alaluokka_Verorästit;2005
372;2723;1–2;Verorästit;Alaluokka_Verorästit;2005
1572;2156;5–5;Verorästit;Alaluokka_Verorästit;2005
1572;2723;5–2;Verorästit;Alaluokka_Verorästit;2005
2156;2723;5–2;Verorästit;Alaluokka_Verorästit;2005
1485;1289;1–2;Maanhallinta ja nautinta;Kalastusvedet ja kalastamot;2006
1485;768;1–2;Maanhallinta ja nautinta;Kalastusvedet ja kalastamot;2006
1485;2238;1–2;Maanhallinta ja nautinta;Kalastusvedet ja kalastamot;2006
1289;768;2–2;Maanhallinta ja nautinta;Kalastusvedet ja kalastamot;2006
1289;2238;2–2;Maanhallinta ja nautinta;Kalastusvedet ja kalastamot;2006
768;2238;2–2;Maanhallinta ja nautinta;Kalastusvedet ja kalastamot;2006
2267;591;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
2267;608;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
2267;203;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
2267;2723;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
2267;2751;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
2267;668;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
2267;2578;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
2267;608;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
591;608;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
591;203;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
591;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
591;2751;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
591;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
591;2578;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
591;608;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
608;203;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
608;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
608;2751;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
608;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
608;2578;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
608;608;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
203;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
203;2751;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
203;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
203;2578;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
203;608;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
2723;2751;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
2723;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
2723;2578;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
2723;608;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
2751;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
2751;2578;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
2751;608;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
668;2578;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
668;608;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
2578;608;2–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2007
2059;200;1–5;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2010
2059;1627;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2010
200;1627;5–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2010
672;2282;1–2;Velat, ulosmittaukset ja kaupankäynti;Kauppariita;2011
672;2164;1–2;Velat, ulosmittaukset ja kaupankäynti;Kauppariita;2011
2282;2164;2–2;Velat, ulosmittaukset ja kaupankäynti;Kauppariita;2011
1446;871;1–3;Perintö;Pesänjako, erojako;2012
1446;3093;1–3;Perintö;Pesänjako, erojako;2012
1446;677;1–3;Perintö;Pesänjako, erojako;2012
1446;1477;1–2;Perintö;Pesänjako, erojako;2012
1446;1469;1–2;Perintö;Pesänjako, erojako;2012
871;3093;3–3;Perintö;Pesänjako, erojako;2012
871;677;3–3;Perintö;Pesänjako, erojako;2012
871;1477;3–2;Perintö;Pesänjako, erojako;2012
871;1469;3–2;Perintö;Pesänjako, erojako;2012
3093;677;3–3;Perintö;Pesänjako, erojako;2012
3093;1477;3–2;Perintö;Pesänjako, erojako;2012
3093;1469;3–2;Perintö;Pesänjako, erojako;2012
677;1477;3–2;Perintö;Pesänjako, erojako;2012
677;1469;3–2;Perintö;Pesänjako, erojako;2012
1477;1469;2–2;Perintö;Pesänjako, erojako;2012
2750;2751;1–4;Haasteen laiminlyönti;Poissaolo käräjiltä;2013
2750;455;1–4;Haasteen laiminlyönti;Poissaolo käräjiltä;2013
2750;385;1–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2013
2751;455;4–4;Haasteen laiminlyönti;Poissaolo käräjiltä;2013
2751;385;4–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2013
455;385;4–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2013
952;1285;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
952;871;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
952;1086;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
952;668;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
952;2164;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
952;1322;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
952;3261;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
952;2772;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
952;1285;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
952;1486;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
952;1886;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
952;1196;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
952;1481;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
952;3093;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
952;2772;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;871;5–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;1086;5–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;668;5–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;2164;5–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;1322;5–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;3261;5–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;2772;5–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;1285;5–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;1486;5–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;1886;5–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;1196;5–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;1481;5–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;3093;5–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;2772;5–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
871;1086;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
871;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
871;2164;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
871;1322;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
871;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
871;2772;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
871;1285;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
871;1486;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
871;1886;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
871;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
871;1481;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
871;3093;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
871;2772;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1086;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1086;2164;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1086;1322;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1086;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1086;2772;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1086;1285;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1086;1486;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1086;1886;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1086;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1086;1481;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1086;3093;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1086;2772;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
668;2164;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
668;1322;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
668;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
668;2772;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
668;1285;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
668;1486;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
668;1886;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
668;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
668;1481;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
668;3093;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
668;2772;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
2164;1322;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
2164;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
2164;2772;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
2164;1285;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
2164;1486;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
2164;1886;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
2164;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
2164;1481;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
2164;3093;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
2164;2772;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1322;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1322;2772;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1322;1285;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1322;1486;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1322;1886;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1322;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1322;1481;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1322;3093;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1322;2772;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
3261;2772;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
3261;1285;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
3261;1486;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
3261;1886;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
3261;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
3261;1481;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
3261;3093;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
3261;2772;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
2772;1285;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
2772;1486;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
2772;1886;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
2772;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
2772;1481;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
2772;3093;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
2772;2772;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;1486;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;1886;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;1481;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;3093;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1285;2772;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1486;1886;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1486;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1486;1481;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1486;3093;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1486;2772;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1886;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1886;1481;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1886;3093;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1886;2772;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1196;1481;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1196;3093;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1196;2772;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1481;3093;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
1481;2772;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
3093;2772;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2014
952;1286;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2015
3389;2238;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2016
1520;2580;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2017
2580;670;1–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2018
443;2751;1–4;Haasteen laiminlyönti;Poissaolo käräjiltä;2019
443;2479;1–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2019
443;2760;1–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2019
2751;2479;4–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2019
2751;2760;4–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2019
2479;2760;2–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2019
2028;455;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
2028;668;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
2028;2379;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
2028;3093;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
2028;1486;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
2028;1285;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
2028;2824;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
455;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
455;2379;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
455;3093;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
455;1486;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
455;1285;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
455;2824;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
668;2379;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
668;3093;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
668;1486;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
668;1285;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
668;2824;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
2379;3093;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
2379;1486;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2020
