Source;Target;Relationship type;Pääluokka;Alaluokka;Tapaus_ID
2158;1196;5–5;Väkivalta;Tappo;2102
2158;1874;5–5;Väkivalta;Tappo;2102
2158;715;5–5;Väkivalta;Tappo;2102
2158;1146;5–5;Väkivalta;Tappo;2102
2158;952;5–4;Väkivalta;Tappo;2102
2158;2580;5–4;Väkivalta;Tappo;2102
2158;2001;5–2;Väkivalta;Tappo;2102
1218;2855;5–5;Väkivalta;Tappo;2102
1218;1196;5–5;Väkivalta;Tappo;2102
1218;1874;5–5;Väkivalta;Tappo;2102
1218;715;5–5;Väkivalta;Tappo;2102
1218;1146;5–5;Väkivalta;Tappo;2102
1218;952;5–4;Väkivalta;Tappo;2102
1218;2580;5–4;Väkivalta;Tappo;2102
1218;2001;5–2;Väkivalta;Tappo;2102
2855;1196;5–5;Väkivalta;Tappo;2102
2855;1874;5–5;Väkivalta;Tappo;2102
2855;715;5–5;Väkivalta;Tappo;2102
2855;1146;5–5;Väkivalta;Tappo;2102
2855;952;5–4;Väkivalta;Tappo;2102
2855;2580;5–4;Väkivalta;Tappo;2102
2855;2001;5–2;Väkivalta;Tappo;2102
1196;1874;5–5;Väkivalta;Tappo;2102
1196;715;5–5;Väkivalta;Tappo;2102
1196;1146;5–5;Väkivalta;Tappo;2102
1196;952;5–4;Väkivalta;Tappo;2102
1196;2580;5–4;Väkivalta;Tappo;2102
1196;2001;5–2;Väkivalta;Tappo;2102
1874;715;5–5;Väkivalta;Tappo;2102
1874;1146;5–5;Väkivalta;Tappo;2102
1874;952;5–4;Väkivalta;Tappo;2102
1874;2580;5–4;Väkivalta;Tappo;2102
1874;2001;5–2;Väkivalta;Tappo;2102
715;1146;5–5;Väkivalta;Tappo;2102
715;952;5–4;Väkivalta;Tappo;2102
715;2580;5–4;Väkivalta;Tappo;2102
715;2001;5–2;Väkivalta;Tappo;2102
1146;952;5–4;Väkivalta;Tappo;2102
1146;2580;5–4;Väkivalta;Tappo;2102
1146;2001;5–2;Väkivalta;Tappo;2102
952;2580;4–4;Väkivalta;Tappo;2102
952;2001;4–2;Väkivalta;Tappo;2102
2580;2001;4–2;Väkivalta;Tappo;2102
1146;2001;5–2;Seksuaalirikokset;Yksinkertainen tai molemminpuolinen huoruus;2103
1146;3400;5–2;Seksuaalirikokset;Yksinkertainen tai molemminpuolinen huoruus;2103
2001;3400;2–2;Seksuaalirikokset;Yksinkertainen tai molemminpuolinen huoruus;2103
1146;2001;5–2;Seksuaalirikokset;Yksinkertainen tai molemminpuolinen huoruus;2104
1146;715;5–2;Seksuaalirikokset;Yksinkertainen tai molemminpuolinen huoruus;2104
2001;715;2–2;Seksuaalirikokset;Yksinkertainen tai molemminpuolinen huoruus;2104
2600;871;1–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
2600;2523;1–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
2600;2723;1–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
2600;3266;1–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
2600;3267;1–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
2600;46;1–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
2600;1931;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
871;2523;4–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
871;2723;4–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
871;3266;4–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
871;3267;4–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
871;46;4–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
871;1931;4–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
2523;2723;4–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
2523;3266;4–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
2523;3267;4–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
2523;46;4–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
2523;1931;4–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
2723;3266;4–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
2723;3267;4–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
2723;46;4–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
2723;1931;4–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
3266;3267;4–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
3266;46;4–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
3266;1931;4–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
3267;46;4–4;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
3267;1931;4–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
46;1931;4–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2106
2539;1018;1–4;Haasteen laiminlyönti;Poissaolo käräjiltä;2107
2539;2544;1–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2107
1018;2544;4–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2107
2002;1765;1–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2108
1535;871;1–3;Palkka- ja palkollisasiat;Maksamaton palkka;2109
1535;455;1–3;Palkka- ja palkollisasiat;Maksamaton palkka;2109
1535;3261;1–3;Palkka- ja palkollisasiat;Maksamaton palkka;2109
1535;2481;1–2;Palkka- ja palkollisasiat;Maksamaton palkka;2109
871;455;3–3;Palkka- ja palkollisasiat;Maksamaton palkka;2109
871;3261;3–3;Palkka- ja palkollisasiat;Maksamaton palkka;2109
871;2481;3–2;Palkka- ja palkollisasiat;Maksamaton palkka;2109
455;3261;3–3;Palkka- ja palkollisasiat;Maksamaton palkka;2109
455;2481;3–2;Palkka- ja palkollisasiat;Maksamaton palkka;2109
3261;2481;3–2;Palkka- ja palkollisasiat;Maksamaton palkka;2109
1445;1349;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2110
2588;871;1–3;Palkka- ja palkollisasiat;Maksamaton palkka;2111
2588;1086;1–3;Palkka- ja palkollisasiat;Maksamaton palkka;2111
2588;668;1–3;Palkka- ja palkollisasiat;Maksamaton palkka;2111
2588;1712;1–2;Palkka- ja palkollisasiat;Maksamaton palkka;2111
871;1086;3–3;Palkka- ja palkollisasiat;Maksamaton palkka;2111
871;668;3–3;Palkka- ja palkollisasiat;Maksamaton palkka;2111
871;1712;3–2;Palkka- ja palkollisasiat;Maksamaton palkka;2111
1086;668;3–3;Palkka- ja palkollisasiat;Maksamaton palkka;2111
1086;1712;3–2;Palkka- ja palkollisasiat;Maksamaton palkka;2111
668;1712;3–2;Palkka- ja palkollisasiat;Maksamaton palkka;2111
1687;955;1–2;Muut rikokset;Käräjämoite/käräjäjuopumus;2112
443;441;1–1;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2113
443;385;1–1;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2113
443;871;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2113
443;455;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2113
443;3261;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2113
441;385;1–1;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2113
441;871;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2113
441;455;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2113
441;3261;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2113
385;871;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2113
385;455;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2113
385;3261;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2113
871;455;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2113
871;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2113
455;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2113
2301;318;1–4;Haasteen laiminlyönti;Poissaolo käräjiltä;2114
2301;2597;1–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2114
318;2597;4–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2114
455;2638;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
455;2723;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
455;203;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
455;871;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
455;1196;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
455;3261;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
455;1652;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
455;668;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
455;2970;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
2638;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
2638;203;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
2638;871;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
2638;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
2638;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
2638;1652;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
2638;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
2638;2970;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
2723;203;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
2723;871;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
2723;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
2723;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
2723;1652;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
2723;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
2723;2970;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
203;871;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
203;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
203;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
203;1652;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
203;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
203;2970;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
871;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
871;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
871;1652;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
871;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
871;2970;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
1196;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
1196;1652;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
1196;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
1196;2970;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
3261;1652;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
3261;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
3261;2970;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
1652;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
1652;2970;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
668;2970;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2115
509;1086;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2116
2060;1018;1–4;Haasteen laiminlyönti;Poissaolo käräjiltä;2117
2060;3196;1–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2117
1018;3196;4–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2117
2060;3211;1–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2118
2060;1018;1–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2118
3211;1018;2–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2118
1773;2523;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2119
1773;2631;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2119
1773;2723;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2119
1773;1772;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2119
2523;2631;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2119
2523;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2119
2523;1772;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2119
2631;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2119
2631;1772;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2119
2723;1772;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2119
2236;668;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2120
2236;2539;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2120
2236;1486;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2120
2236;1285;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2120
2236;1481;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2120
668;2539;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2120
668;1486;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2120
668;1285;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2120
668;1481;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2120
2539;1486;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2120
2539;1285;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2120
2539;1481;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2120
1486;1285;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2120
1486;1481;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2120
1285;1481;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2120
1446;2226;1–2;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2121
1445;2028;1–3;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2122
1445;3090;1–3;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2122
1445;1162;1–2;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2122
1445;2267;1–2;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2122
2028;3090;3–3;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2122
2028;1162;3–2;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2122
2028;2267;3–2;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2122
3090;1162;3–2;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2122
3090;2267;3–2;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2122
1162;2267;2–2;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2122
2663;3210;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2123
504;498;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2124
504;498;1–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2125
975;1467;1–2;Velat, ulosmittaukset ja kaupankäynti;Kauppariita;2126
975;1445;1–2;Velat, ulosmittaukset ja kaupankäynti;Kauppariita;2126
975;1481;1–2;Velat, ulosmittaukset ja kaupankäynti;Kauppariita;2126
1467;1445;2–2;Velat, ulosmittaukset ja kaupankäynti;Kauppariita;2126
1467;1481;2–2;Velat, ulosmittaukset ja kaupankäynti;Kauppariita;2126
1445;1481;2–2;Velat, ulosmittaukset ja kaupankäynti;Kauppariita;2126
319;334;1–1;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2127
319;332;1–1;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2127
319;2723;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2127
319;203;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2127
319;2631;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2127
334;332;1–1;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2127
334;2723;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2127
334;203;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2127
334;2631;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2127
332;2723;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2127
332;203;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2127
332;2631;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2127
2723;203;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2127
2723;2631;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2127
203;2631;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2127
1796;2580;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2128
2523;2723;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
2523;871;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
2523;3261;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
2523;455;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
2523;203;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
2523;668;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
2523;636;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
2723;871;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
2723;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
2723;455;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
2723;203;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
2723;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
2723;636;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
871;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
871;455;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
871;203;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
871;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
871;636;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
3261;455;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
3261;203;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
3261;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
3261;636;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
455;203;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
455;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
455;636;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
203;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
203;636;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
668;636;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2129
2523;1806;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2130
2523;1249;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2130
1806;1249;5–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2130
1249;2267;1–2;Maanhallinta ja nautinta;Tilan tai tontin hallinta;2131
2772;169;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2132
726;455;1–5;Varkausrikokset;Ryöstö, varkaus, näpistys;2133
726;424;1–2;Varkausrikokset;Ryöstö, varkaus, näpistys;2133
455;424;5–2;Varkausrikokset;Ryöstö, varkaus, näpistys;2133
1614;2967;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2135
1614;203;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2135
1614;2523;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2135
1614;2723;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2135
2967;203;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2135
2967;2523;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2135
2967;2723;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2135
203;2523;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2135
203;2723;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2135
2523;2723;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2135
1196;1712;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2136
1125;1712;1–2;Vahingonkorvaukset;Muut vahingonkorvaukset;2137
509;6;1–3;Perintö;Ilmoitus tai riita perinnöstä;2138
509;519;1–2;Perintö;Ilmoitus tai riita perinnöstä;2138
6;519;3–2;Perintö;Ilmoitus tai riita perinnöstä;2138
1086;2157;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2139
1086;2167;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2139
1086;2154;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2139
1086;2237;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2139
2157;2167;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2139
2157;2154;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2139
2157;2237;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2139
2167;2154;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2139
2167;2237;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2139
2154;2237;2–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2139
1481;871;1–3;Perintö;Ilmoitus tai riita perinnöstä;2140
1481;455;1–3;Perintö;Ilmoitus tai riita perinnöstä;2140
1481;1466;1–2;Perintö;Ilmoitus tai riita perinnöstä;2140
1481;1442;1–2;Perintö;Ilmoitus tai riita perinnöstä;2140
871;455;3–3;Perintö;Ilmoitus tai riita perinnöstä;2140
871;1466;3–2;Perintö;Ilmoitus tai riita perinnöstä;2140
871;1442;3–2;Perintö;Ilmoitus tai riita perinnöstä;2140
455;1466;3–2;Perintö;Ilmoitus tai riita perinnöstä;2140
455;1442;3–2;Perintö;Ilmoitus tai riita perinnöstä;2140
1466;1442;2–2;Perintö;Ilmoitus tai riita perinnöstä;2140
1467;1349;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2141
1897;668;1–2;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2142
548;639;1–2;Palkka- ja palkollisasiat;Maksamaton palkka;2143
202;225;5–5;Muut rikokset;Muut sekalaiset rikokset;2145
202;1711;5–5;Muut rikokset;Muut sekalaiset rikokset;2145
202;2003;5–5;Muut rikokset;Muut sekalaiset rikokset;2145
202;1703;5–5;Muut rikokset;Muut sekalaiset rikokset;2145
202;2600;5–2;Muut rikokset;Muut sekalaiset rikokset;2145
225;1711;5–5;Muut rikokset;Muut sekalaiset rikokset;2145
225;2003;5–5;Muut rikokset;Muut sekalaiset rikokset;2145
225;1703;5–5;Muut rikokset;Muut sekalaiset rikokset;2145
225;2600;5–2;Muut rikokset;Muut sekalaiset rikokset;2145
1711;2003;5–5;Muut rikokset;Muut sekalaiset rikokset;2145
1711;1703;5–5;Muut rikokset;Muut sekalaiset rikokset;2145
1711;2600;5–2;Muut rikokset;Muut sekalaiset rikokset;2145
2003;1703;5–5;Muut rikokset;Muut sekalaiset rikokset;2145
2003;2600;5–2;Muut rikokset;Muut sekalaiset rikokset;2145
1703;2600;5–2;Muut rikokset;Muut sekalaiset rikokset;2145
3391;276;1–4;Perintö;Ilmoitus tai riita perinnöstä;2147
3391;258;1–4;Perintö;Ilmoitus tai riita perinnöstä;2147
3391;1086;1–2;Perintö;Ilmoitus tai riita perinnöstä;2147
276;258;4–4;Perintö;Ilmoitus tai riita perinnöstä;2147
276;1086;4–2;Perintö;Ilmoitus tai riita perinnöstä;2147
258;1086;4–2;Perintö;Ilmoitus tai riita perinnöstä;2147
1712;955;1–2;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2148
1705;955;5–2;Muut rikokset;Käräjämoite/käräjäjuopumus;2149
276;1086;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2150
2203;1485;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2203;2539;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2203;1285;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2203;1196;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2203;952;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2203;2014;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2203;1481;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2203;668;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2203;2226;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2203;3125;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2203;2238;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2203;863;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2203;1711;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1485;2539;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1485;1285;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1485;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1485;952;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1485;2014;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1485;1481;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1485;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
